Rank,Name,Birth Date,Age,Debut,Final Game,Team,Profile Link
#,Name,Address,Age,Born on,First Game,Last Game,
975.,John Wathan,,75.256,10-04-1949,05-26-1976,10-06-1985,https://www.baseball-almanac.com/players/player.php?p=wathajo01
976.,Enos Cabell,,75.252,10-08-1949,09-17-1972,09-29-1986,https://www.baseball-almanac.com/players/player.php?p=cabelen01
977.,Larry Lintz,,75.250,10-10-1949,07-14-1973,05-30-1978,https://www.baseball-almanac.com/players/player.php?p=lintzla01
978.,Rob Sperring,,75.250,10-10-1949,08-11-1974,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=sperrro01
979.,Bob Jones,,75.249,10-11-1949,10-01-1974,07-05-1986,https://www.baseball-almanac.com/players/player.php?p=jonesbo02
980.,Hugh Yancy,,75.244,10-16-1949,07-05-1972,05-29-1976,https://www.baseball-almanac.com/players/player.php?p=yancyhu01
981.,George Hendrick,,75.242,10-18-1949,06-04-1971,10-02-1988,https://www.baseball-almanac.com/players/player.php?p=hendrge01
982.,Skip James,,75.239,10-21-1949,09-12-1977,09-23-1978,https://www.baseball-almanac.com/players/player.php?p=jamessk01
983.,Greg Thayer,,75.237,10-23-1949,04-07-1978,06-26-1978,https://www.baseball-almanac.com/players/player.php?p=thayegr01
984.,Mike Hargrove,,75.234,10-26-1949,04-07-1974,10-06-1985,https://www.baseball-almanac.com/players/player.php?p=hargrmi01
985.,Steve Rogers,,75.234,10-26-1949,07-18-1973,05-19-1985,https://www.baseball-almanac.com/players/player.php?p=rogerst01
986.,Rich Chiles,,75.207,11-22-1949,04-20-1971,09-30-1978,https://www.baseball-almanac.com/players/player.php?p=chileri01
987.,Dave Augustine,,75.201,11-28-1949,09-03-1973,10-02-1974,https://www.baseball-almanac.com/players/player.php?p=augusda01
988.,Craig Caskey,,75.188,12-11-1949,07-19-1973,09-30-1973,https://www.baseball-almanac.com/players/player.php?p=caskecr01
989.,Cecil Cooper,,75.179,12-20-1949,09-08-1971,07-12-1987,https://www.baseball-almanac.com/players/player.php?p=coopece01
990.,Frank Taveras,,75.175,12-24-1949,09-25-1971,07-25-1982,https://www.baseball-almanac.com/players/player.php?p=taverfr01
991.,Chico Escarrega,,75.172,12-27-1949,04-26-1982,09-27-1982,https://www.baseball-almanac.com/players/player.php?p=escarch01
992.,Jim Dwyer,,75.165,01-03-1950,06-10-1973,06-21-1990,https://www.baseball-almanac.com/players/player.php?p=dwyerji01
993.,Roy Staiger,,75.162,01-06-1950,09-12-1975,09-23-1979,https://www.baseball-almanac.com/players/player.php?p=staigro01
994.,Ross Grimsley,,75.161,01-07-1950,05-16-1971,09-24-1982,https://www.baseball-almanac.com/players/player.php?p=grimsro02
995.,Randy Jones,,75.156,01-12-1950,06-16-1973,09-07-1982,https://www.baseball-almanac.com/players/player.php?p=jonesra01
996.,Mike Tyson,,75.155,01-13-1950,09-05-1972,10-02-1981,https://www.baseball-almanac.com/players/player.php?p=tysonmi01
997.,Marvin Lane,,75.150,01-18-1950,09-04-1971,10-03-1976,https://www.baseball-almanac.com/players/player.php?p=lanema01
998.,Bill Sharp,,75.150,01-18-1950,05-26-1973,09-17-1976,https://www.baseball-almanac.com/players/player.php?p=sharpbi01
999.,Jon Matlack,,75.149,01-19-1950,07-11-1971,09-15-1983,https://www.baseball-almanac.com/players/player.php?p=matlajo01
1000.,Ron Dunn,,75.144,01-24-1950,09-03-1974,09-21-1975,https://www.baseball-almanac.com/players/player.php?p=dunnro01
1001.,Mike Pazik,,75.142,01-26-1950,05-11-1975,04-22-1977,https://www.baseball-almanac.com/players/player.php?p=pazikmi01
1002.,Larvell Blanks,,75.140,01-28-1950,07-19-1972,08-03-1980,https://www.baseball-almanac.com/players/player.php?p=blankla01
1003.,John Fuller,,75.139,01-29-1950,05-09-1974,05-12-1974,https://www.baseball-almanac.com/players/player.php?p=fullejo01
1004.,Bob Apodaca,,75.137,01-31-1950,09-18-1973,09-18-1977,https://www.baseball-almanac.com/players/player.php?p=apodabo01
1005.,Don Castle,,75.136,02-01-1950,09-11-1973,09-29-1973,https://www.baseball-almanac.com/players/player.php?p=castldo01
1006.,Dale Murray,,75.135,02-02-1950,07-07-1974,05-13-1985,https://www.baseball-almanac.com/players/player.php?p=murrada01
1007.,Max Leon,,75.133,02-04-1950,07-18-1973,09-10-1978,https://www.baseball-almanac.com/players/player.php?p=leonma01
1008.,Burt Hooton,,75.130,02-07-1950,06-17-1971,09-06-1985,https://www.baseball-almanac.com/players/player.php?p=hootobu01
1009.,Rick Auerbach,,75.122,02-15-1950,04-13-1971,08-12-1981,https://www.baseball-almanac.com/players/player.php?p=auerbri01
1010.,Larry Yount,,75.122,02-15-1950,09-15-1971,09-15-1971,https://www.baseball-almanac.com/players/player.php?p=yountla01
1011.,Jack Brohamer,,75.111,02-26-1950,04-18-1972,09-28-1980,https://www.baseball-almanac.com/players/player.php?p=brohaja01
1012.,Pete Broberg,,75.107,03-02-1950,06-20-1971,10-01-1978,https://www.baseball-almanac.com/players/player.php?p=brobepe01
1013.,Dave McKay,,75.095,03-14-1950,08-22-1975,10-03-1982,https://www.baseball-almanac.com/players/player.php?p=mckayda01
1014.,Vic Harris,,75.082,03-27-1950,07-21-1972,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=harrivi01
1015.,Ken Griffey,,75.068,04-10-1950,08-25-1973,05-31-1991,https://www.baseball-almanac.com/players/player.php?p=griffke01
1016.,Dick Sharon,,75.063,04-15-1950,05-13-1973,09-28-1975,https://www.baseball-almanac.com/players/player.php?p=sharodi01
1017.,Pedro Garcia,,75.061,04-17-1950,04-06-1973,06-08-1977,https://www.baseball-almanac.com/players/player.php?p=garcipe01
1018.,Willie Prall,,75.058,04-20-1950,09-03-1975,09-15-1975,https://www.baseball-almanac.com/players/player.php?p=prallwi01
1019.,Milt Wilcox,,75.058,04-20-1950,09-05-1970,06-12-1986,https://www.baseball-almanac.com/players/player.php?p=wilcomi01
1020.,Greg Harts,,75.057,04-21-1950,09-15-1973,09-20-1973,https://www.baseball-almanac.com/players/player.php?p=hartsgr01
1021.,Bill Greif,,75.053,04-25-1950,07-19-1971,09-24-1976,https://www.baseball-almanac.com/players/player.php?p=greifbi01
1022.,Tom Norton,,75.052,04-26-1950,04-18-1972,09-30-1972,https://www.baseball-almanac.com/players/player.php?p=nortoto01
1023.,Jorge Roque,,75.050,04-28-1950,09-04-1970,05-15-1973,https://www.baseball-almanac.com/players/player.php?p=roquejo01
1024.,Bob Kaiser,,75.049,04-29-1950,09-03-1971,09-18-1971,https://www.baseball-almanac.com/players/player.php?p=kaisebo01
1025.,Rich Troedson,,75.047,05-01-1950,04-09-1973,05-16-1974,https://www.baseball-almanac.com/players/player.php?p=troedri01
1026.,Butch Alberts,,75.044,05-04-1950,09-07-1978,09-28-1978,https://www.baseball-almanac.com/players/player.php?p=alberbu01
1027.,Jack Baker,,75.044,05-04-1950,09-11-1976,06-08-1977,https://www.baseball-almanac.com/players/player.php?p=bakerja01
1028.,Lloyd Allen,,75.040,05-08-1950,09-01-1969,07-27-1975,https://www.baseball-almanac.com/players/player.php?p=allenll01
1029.,Dane Iorg,,75.037,05-11-1950,04-09-1977,10-04-1986,https://www.baseball-almanac.com/players/player.php?p=iorgda01
1030.,Pat Darcy,,75.036,05-12-1950,09-12-1974,06-13-1976,https://www.baseball-almanac.com/players/player.php?p=darcypa01
1031.,Juan Beniquez,,75.035,05-13-1950,09-04-1971,05-30-1988,https://www.baseball-almanac.com/players/player.php?p=beniqju01
1032.,Bobby Valentine,,75.035,05-13-1950,09-02-1969,09-30-1979,https://www.baseball-almanac.com/players/player.php?p=valenbo02
1033.,Bob Molinaro,,75.027,05-21-1950,09-18-1975,10-02-1983,https://www.baseball-almanac.com/players/player.php?p=molinbo01
1034.,Hank Webb,,75.027,05-21-1950,09-05-1972,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=webbha01
1035.,Glenn Borgmann,,75.023,05-25-1950,07-01-1972,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=borgmgl01
1036.,John Montefusco,,75.023,05-25-1950,09-03-1974,05-01-1986,https://www.baseball-almanac.com/players/player.php?p=montejo01
1037.,Jim Cox,,75.020,05-28-1950,07-19-1973,07-06-1976,https://www.baseball-almanac.com/players/player.php?p=coxji01
1038.,Tippy Martinez,,75.017,05-31-1950,08-09-1974,04-18-1988,https://www.baseball-almanac.com/players/player.php?p=martiti01
1039.,Richie Moloney,,75.010,06-07-1950,09-20-1970,09-20-1970,https://www.baseball-almanac.com/players/player.php?p=molonri01
1040.,Elias Sosa,,75.007,06-10-1950,09-08-1972,09-18-1983,https://www.baseball-almanac.com/players/player.php?p=sosael01
1041.,Bob Strampe,,75.004,06-13-1950,05-10-1972,09-19-1972,https://www.baseball-almanac.com/players/player.php?p=strambo01
1042.,Bill Fahey,,75.003,06-14-1950,09-26-1971,07-31-1983,https://www.baseball-almanac.com/players/player.php?p=faheybi01
1043.,Rudy Arroyo,,74.363,06-19-1950,06-01-1971,06-24-1971,https://www.baseball-almanac.com/players/player.php?p=arroyru01
1044.,Fernando Gonzalez,,74.363,06-19-1950,09-15-1972,09-23-1979,https://www.baseball-almanac.com/players/player.php?p=gonzafe01
1045.,Duane Kuiper,,74.363,06-19-1950,09-09-1974,06-27-1985,https://www.baseball-almanac.com/players/player.php?p=kuipedu01
1046.,Jim Slaton,,74.363,06-19-1950,04-14-1971,09-28-1986,https://www.baseball-almanac.com/players/player.php?p=slatoji01
1047.,Dave Rosello,,74.356,06-26-1950,09-10-1972,10-05-1981,https://www.baseball-almanac.com/players/player.php?p=roselda01
1048.,Chris Speier,,74.354,06-28-1950,04-07-1971,10-01-1989,https://www.baseball-almanac.com/players/player.php?p=speiech01
1049.,Rob Ellis,,74.349,07-03-1950,06-18-1971,05-14-1975,https://www.baseball-almanac.com/players/player.php?p=ellisro01
1050.,Gary Matthews,,74.347,07-05-1950,09-06-1972,10-02-1987,https://www.baseball-almanac.com/players/player.php?p=matthga01
1051.,Joe Goddard,,74.329,07-23-1950,07-31-1972,10-04-1972,https://www.baseball-almanac.com/players/player.php?p=goddajo01
1052.,Milt May,,74.320,08-01-1950,09-08-1970,09-30-1984,https://www.baseball-almanac.com/players/player.php?p=maymi01
1053.,Wayne Tyrone,,74.320,08-01-1950,07-15-1976,09-26-1976,https://www.baseball-almanac.com/players/player.php?p=tyronwa01
1054.,Mike Poepping,,74.314,08-07-1950,09-06-1975,09-28-1975,https://www.baseball-almanac.com/players/player.php?p=poeppmi01
1055.,Junior Kennedy,,74.312,08-09-1950,08-09-1974,07-17-1983,https://www.baseball-almanac.com/players/player.php?p=kenneju01
1056.,Rusty Gerhardt,,74.308,08-13-1950,07-27-1974,09-24-1974,https://www.baseball-almanac.com/players/player.php?p=gerharu01
1057.,Jim Mason,,74.307,08-14-1950,09-26-1971,09-24-1979,https://www.baseball-almanac.com/players/player.php?p=masonji01
1058.,Tom Kelly,,74.306,08-15-1950,05-11-1975,07-11-1975,https://www.baseball-almanac.com/players/player.php?p=kellyto01
1059.,Dave Lemanczyk,,74.304,08-17-1950,04-15-1973,09-27-1980,https://www.baseball-almanac.com/players/player.php?p=lemanda01
1060.,Mike Phillips,,74.302,08-19-1950,04-15-1973,06-12-1983,https://www.baseball-almanac.com/players/player.php?p=phillmi01
1061.,Ray Burris,,74.299,08-22-1950,04-08-1973,09-27-1987,https://www.baseball-almanac.com/players/player.php?p=burrira01
1062.,Dave Heaverlo,,74.296,08-25-1950,04-14-1975,09-27-1981,https://www.baseball-almanac.com/players/player.php?p=heaveda01
1063.,Stan Perzanowski,,74.296,08-25-1950,06-20-1971,09-27-1978,https://www.baseball-almanac.com/players/player.php?p=perzast01
1064.,Ron Guidry,,74.293,08-28-1950,07-27-1975,09-27-1988,https://www.baseball-almanac.com/players/player.php?p=guidrro01
1065.,Doug DeCinces,,74.292,08-29-1950,09-09-1973,10-04-1987,https://www.baseball-almanac.com/players/player.php?p=decindo01
1066.,George Zeber,,74.292,08-29-1950,05-07-1977,06-14-1978,https://www.baseball-almanac.com/players/player.php?p=zeberge01
1067.,Dave Chalk,,74.291,08-30-1950,09-04-1973,09-27-1981,https://www.baseball-almanac.com/players/player.php?p=chalkda01
1068.,Andy Merchant,,74.291,08-30-1950,09-28-1975,06-10-1976,https://www.baseball-almanac.com/players/player.php?p=merchan01
1069.,Lamar Johnson,,74.288,09-02-1950,05-18-1974,10-02-1982,https://www.baseball-almanac.com/players/player.php?p=johnsla02
1070.,Doyle Alexander,,74.286,09-04-1950,06-26-1971,09-27-1989,https://www.baseball-almanac.com/players/player.php?p=alexado01
1071.,Frank White,,74.286,09-04-1950,06-12-1973,09-30-1990,https://www.baseball-almanac.com/players/player.php?p=whitefr01
1072.,Buddy Schultz,,74.271,09-19-1950,09-03-1975,09-28-1979,https://www.baseball-almanac.com/players/player.php?p=schulbu01
1073.,Bill Moran,,74.264,09-26-1950,04-12-1974,08-03-1974,https://www.baseball-almanac.com/players/player.php?p=moranbi03
1074.,Jim Crawford,,74.261,09-29-1950,04-06-1973,07-27-1978,https://www.baseball-almanac.com/players/player.php?p=crawfji01
1075.,Ken Macha,,74.261,09-29-1950,09-14-1974,09-30-1981,https://www.baseball-almanac.com/players/player.php?p=machake01
1076.,Ed Halicki,,74.256,10-04-1950,07-08-1974,10-01-1980,https://www.baseball-almanac.com/players/player.php?p=haliced01
1077.,Brian Downing,,74.251,10-09-1950,05-31-1973,10-04-1992,https://www.baseball-almanac.com/players/player.php?p=downibr01
1078.,Dick Pole,,74.247,10-13-1950,08-03-1973,07-18-1978,https://www.baseball-almanac.com/players/player.php?p=poledi01
1079.,Jeff Terpko,,74.244,10-16-1950,09-21-1974,06-02-1977,https://www.baseball-almanac.com/players/player.php?p=terpkje01
1080.,Rawly Eastwick,,74.236,10-24-1950,09-12-1974,10-01-1981,https://www.baseball-almanac.com/players/player.php?p=eastwra01
1081.,Dave Coleman,,74.234,10-26-1950,04-13-1977,05-27-1977,https://www.baseball-almanac.com/players/player.php?p=colemda01
1082.,Wayne Garland,,74.234,10-26-1950,09-13-1973,09-25-1981,https://www.baseball-almanac.com/players/player.php?p=garlawa01
1083.,Clint Compton,,74.228,11-01-1950,10-03-1972,10-03-1972,https://www.baseball-almanac.com/players/player.php?p=comptcl01
1084.,Willie Norwood,,74.222,11-07-1950,04-21-1977,10-04-1980,https://www.baseball-almanac.com/players/player.php?p=norwowi01
1085.,Bruce Bochte,,74.217,11-12-1950,07-19-1974,10-05-1986,https://www.baseball-almanac.com/players/player.php?p=bochtbr01
1086.,Greg Luzinski,,74.207,11-22-1950,09-09-1970,09-24-1984,https://www.baseball-almanac.com/players/player.php?p=luzingr01
1087.,John Balaz,,74.205,11-24-1950,09-10-1974,09-28-1975,https://www.baseball-almanac.com/players/player.php?p=balazjo01
1088.,George Throop,,74.205,11-24-1950,09-07-1975,08-21-1979,https://www.baseball-almanac.com/players/player.php?p=throoge01
1089.,Jorge Orta,,74.203,11-26-1950,04-15-1972,06-10-1987,https://www.baseball-almanac.com/players/player.php?p=ortajo01
1090.,Bob Sheldon,,74.202,11-27-1950,04-10-1974,07-17-1977,https://www.baseball-almanac.com/players/player.php?p=sheldbo01
1091.,Jim Fuller,,74.201,11-28-1950,09-10-1973,09-25-1977,https://www.baseball-almanac.com/players/player.php?p=fulleji01
1092.,Mike Easler,,74.200,11-29-1950,09-05-1973,10-04-1987,https://www.baseball-almanac.com/players/player.php?p=easlemi01
1093.,Otto Velez,,74.200,11-29-1950,09-04-1973,08-07-1983,https://www.baseball-almanac.com/players/player.php?p=velezot01
1094.,Craig Swan,,74.199,11-30-1950,09-03-1973,05-29-1984,https://www.baseball-almanac.com/players/player.php?p=swancr01
1095.,Rich Coggins,,74.192,12-07-1950,08-29-1972,07-07-1976,https://www.baseball-almanac.com/players/player.php?p=coggiri01
1096.,Tim Foli,,74.191,12-08-1950,09-11-1970,06-15-1985,https://www.baseball-almanac.com/players/player.php?p=foliti01
1097.,Gorman Thomas,,74.187,12-12-1950,04-06-1973,10-05-1986,https://www.baseball-almanac.com/players/player.php?p=thomago01
1098.,Chuck Hockenbery,,74.184,12-15-1950,07-04-1975,09-15-1975,https://www.baseball-almanac.com/players/player.php?p=hockech01
1099.,Mike Proly,,74.184,12-15-1950,04-10-1976,10-02-1983,https://www.baseball-almanac.com/players/player.php?p=prolymi01
1100.,Jim Wright,,74.178,12-21-1950,04-15-1978,06-06-1979,https://www.baseball-almanac.com/players/player.php?p=wrighji02
1101.,Tom Makowski,,74.177,12-22-1950,05-01-1975,05-23-1975,https://www.baseball-almanac.com/players/player.php?p=makowto01
1102.,Manny Trillo,,74.174,12-25-1950,06-28-1973,05-20-1989,https://www.baseball-almanac.com/players/player.php?p=trillma01
1103.,Mario Mendoza,,74.173,12-26-1950,04-26-1974,05-22-1982,https://www.baseball-almanac.com/players/player.php?p=mendoma01
1104.,Mike Willis,,74.173,12-26-1950,04-13-1977,06-11-1981,https://www.baseball-almanac.com/players/player.php?p=willimi01
1105.,Steve Lawson,,74.171,12-28-1950,08-03-1972,10-04-1972,https://www.baseball-almanac.com/players/player.php?p=lawsost01
1106.,Jim Essian,,74.166,01-02-1951,09-15-1973,09-30-1984,https://www.baseball-almanac.com/players/player.php?p=essiaji01
1107.,Royle Stillman,,74.166,01-02-1951,06-22-1975,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=stillro02
1108.,Bob Reece,,74.163,01-05-1951,04-22-1978,09-16-1978,https://www.baseball-almanac.com/players/player.php?p=reecebo01
1109.,Gary Martz,,74.158,01-10-1951,07-08-1975,07-08-1975,https://www.baseball-almanac.com/players/player.php?p=martzga01
1110.,Bill Madlock,,74.156,01-12-1951,09-07-1973,10-04-1987,https://www.baseball-almanac.com/players/player.php?p=madlobi01
1111.,Derrel Thomas,,74.154,01-14-1951,09-14-1971,10-05-1985,https://www.baseball-almanac.com/players/player.php?p=thomade01
1112.,Leon Roberts,,74.146,01-22-1951,09-03-1974,09-30-1984,https://www.baseball-almanac.com/players/player.php?p=roberle01
1113.,Charlie Spikes,,74.145,01-23-1951,09-01-1972,10-05-1980,https://www.baseball-almanac.com/players/player.php?p=spikech01
1114.,Balor Moore,,74.143,01-25-1951,05-21-1970,08-06-1980,https://www.baseball-almanac.com/players/player.php?p=mooreba02
1115.,Sergio Ferrer,,74.139,01-29-1951,04-05-1974,09-28-1979,https://www.baseball-almanac.com/players/player.php?p=ferrese01
1116.,Leo Foster,,74.135,02-02-1951,07-09-1971,10-02-1977,https://www.baseball-almanac.com/players/player.php?p=fostele01
1117.,Mike Wallace,,74.134,02-03-1951,06-27-1973,05-01-1977,https://www.baseball-almanac.com/players/player.php?p=wallami01
1118.,Stan Papi,,74.133,02-04-1951,04-11-1974,10-01-1981,https://www.baseball-almanac.com/players/player.php?p=papist01
1119.,Benny Ayala,,74.130,02-07-1951,08-27-1974,10-02-1985,https://www.baseball-almanac.com/players/player.php?p=ayalabe01
1120.,Steve Dillard,,74.129,02-08-1951,09-28-1975,10-03-1982,https://www.baseball-almanac.com/players/player.php?p=dillast01
1121.,Don Stanhouse,,74.125,02-12-1951,04-19-1972,09-24-1982,https://www.baseball-almanac.com/players/player.php?p=stanhdo01
1122.,Larry Milbourne,,74.123,02-14-1951,04-06-1974,09-29-1984,https://www.baseball-almanac.com/players/player.php?p=milbola01
1123.,Tommy Cruz,,74.122,02-15-1951,09-04-1973,09-25-1977,https://www.baseball-almanac.com/players/player.php?p=cruzto01
1124.,Glenn Abbott,,74.121,02-16-1951,07-29-1973,08-08-1984,https://www.baseball-almanac.com/players/player.php?p=abbotgl01
1125.,Mike Cosgrove,,74.120,02-17-1951,09-10-1972,09-25-1976,https://www.baseball-almanac.com/players/player.php?p=cosgrmi01
1126.,Dave Roberts,,74.120,02-17-1951,06-07-1972,09-18-1982,https://www.baseball-almanac.com/players/player.php?p=roberda06
